[2025-01-21T11:40:50.801Z] Assessment at index 254: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.808Z] Assessment at index 262: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.806Z] Assessment at index 260: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.809Z] Assessment at index 263: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.809Z] Assessment at index 515: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.806Z] Assessment at index 259: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.811Z] Assessment at index 983: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.810Z] Assessment at index 923: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.812Z] Assessment at index 1259: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.813Z] Assessment at index 1463: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.814Z] Assessment at index 1559: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.814Z] Assessment at index 1631: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.807Z] Assessment at index 261: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.813Z] Assessment at index 1355: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.812Z] Assessment at index 1331: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.817Z] Assessment at index 2519: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.818Z] Assessment at index 3263: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.819Z] Assessment at index 3419: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.815Z] Assessment at index 1679: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.820Z] Assessment at index 3515: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.821Z] Assessment at index 3527: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.817Z] Assessment at index 3071: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.822Z] Assessment at index 3707: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.823Z] Assessment at index 3779: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.816Z] Assessment at index 2351: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.819Z] Assessment at index 3467: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.821Z] Assessment at index 3599: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.825Z] Assessment at index 4787: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.827Z] Assessment at index 5027: Field '[object Object]' was empty and has been set to null.
[2025-01-21T11:40:50.823Z] Assessment at index 3923: Field '[object Object]' was empty and has been set to null.
