Name of the show,FEIF ID,Age & Gender,Total,Total w/o pace,Year of a show,Name,Name of the farm (stud),Colour code,Colour,Sire´s FEIF ID,Sire Freq,Name,Name of the farm (stud),Dam´s FEIF ID,Dam Freq,Name,Name of the farm (stud)
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2014288560,7-year and older mares,8.26,8.28,2024,Tromma,Kjarnholtum I,2500,Brún,IS2005135936,16,Trymbill,Stóra-Ási,IS1995288566,8,Hera,Kjarnholtum I
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2012187592,7-year and older stallions,8.26,8.63,2024,Tenór,Litlu-Sandvík,1520,Rauðstjörnóttur,IS2000184814,1,Eldjárn,Tjaldhólum,IS2000287592,1,Glódís,Litlu-Sandvík
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2016265600,7-year and older mares,8.25,8.28,2024,Dama,Hrafnagili,3500,Jörp,IS2003176452,11,Kjerúlf,Kollaleiru,IS1995265522,1,Fröken,Brún
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2013156386,7-year and older stallions,8.25,8.45,2024,Vísir,Kagaðarhóli,2520,Brúnstjörnóttur,IS2001137637,6,Arður,Brautarholti,IS1993265645,1,Ópera,Dvergsstöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018288560,6-year old mares,8.22,8.36,2024,Kempa,Kjarnholtum I,2500,Brún,IS2011135727,21,Forkur,Breiðabólsstað,IS1995288566,8,Hera,Kjarnholtum I
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019135806,5-year old stallions,8.22,8.34,2024,Dúx,Skáney,1550,Rauðblesóttur,IS2007184162,91,Skýr,Skálakoti,IS2007235813,1,Þórvör,Skáney
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018187654,6-year old stallions,8.22,8.18,2024,Pálmi,Túnprýði,2500,Brúnn,IS1997186183,9,Sær,Bakkakoti,IS1994287654,1,Flauta,Dalbæ
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2015184667,7-year and older stallions,8.21,8.59,2024,Matthías,Álfhólum,8600,Dökkmóvindóttur,IS2003181962,15,Ómur,Kvistum,IS1998284673,3,Móeiður,Álfhólum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018165100,6-year old stallions,8.19,8.56,2024,Bárður,Litla-Dal,7500,,IS2012137485,10,Sægrímur,Bergi,IS2009265103,1,Vaka,Litla-Dal
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018288747,6-year old mares,8.18,8.18,2024,Óvissa,Bjarnastöðum,2520,Brúnstjörnóttur,IS2011188771,3,Ísar,Hömrum II,IS1994288747,3,Snæfríður,Bjarnastöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018201686,6-year old mares,8.18,8.32,2024,Hrafna,Eldborg,2520,Brúnstjörnótt,IS2007182575,7,Hákon,Ragnheiðarstöðum,IS2000235495,1,Hekla,Höfn 2
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019156285,5-year old stallions,8.17,8.13,2024,Djarfur,Steinnesi,1240,"Ljósrauður, tvístjörnóttur.",IS2004156286,32,Kiljan,Steinnesi,IS2000256298,2,Djörfung,Steinnesi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018201232,6-year old mares,8.16,8.12,2024,Selja,Tvennu,1550,Rauðblesótt,IS2011135727,21,Forkur,Breiðabólsstað,IS2007287812,2,Hróðný,Blesastöðum 1A
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2015125764,7-year and older stallions,8.15,8.5,2024,Vörður,Njarðvík,1500,Rauður,IS2004182712,10,Loki,Selfossi,IS1997286413,1,Gloría,Hala
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017265657,7-year and older mares,8.15,8.22,2024,Gýgja,Litla-Garði,3500,Jörp,IS1997158469,7,Hágangur,Narfastöðum,IS2004265664,1,Gletting,Árgerði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019287545,5-year old mares,8.14,8.27,2024,Nótt,Kvíarhóli,2500,Brún,IS2001187053,11,Gaumur,Auðsholtshjáleigu,IS2005258886,2,Vornótt,Hólabrekku
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017287665,7-year and older mares,8.13,8.51,2024,Hrafnhildur,Syðri-Gegnishólum,2540,Brúntvístjörnótt,IS2007176176,5,Frami,Ketilsstöðum,IS2008287660,3,Álfhildur,Syðri-Gegnishólum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018165600,6-year old stallions,8.13,8.07,2024,Rafnar,Hrafnagili,1501,"Rauð, glófextur",IS2008180527,3,Bragur,Ytra-Hóli,IS2000258280,3,Sara,Víðinesi 2
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019287143,5-year old mares,8.12,8.46,2024,Slaufa,Litlalandi,2500,Brúnn,IS2006158620,28,Hrannar,Flugumýri II,IS2003287142,3,Kría,Litlalandi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2016281813,7-year and older mares,8.12,8.48,2024,Bjarkey,Þjóðólfshaga 1,7500,Móálótt,IS2011181811,4,Skugga-Sveinn,Þjóðólfshaga 1,IS1997257343,2,Bjalla,Hafsteinsstöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2016280466,7-year and older mares,8.1,8.06,2024,Björk,Eystri-Hól,2240,Móbrúntvístjörnótt,IS1998187002,12,Stáli,Kjarri,IS2006258502,2,Eik,Vatnsleysu
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018280526,6-year old mares,8.08,8.02,2024,Vordís,Ytra-Hóli,2500,Brún,IS2008180527,3,Bragur,Ytra-Hóli,IS2002282045,1,Vanadís,Hrauni
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017280527,7-year and older mares,8.07,8.19,2024,Þula,Ytra-Hóli,1500,Rauð,IS2007186189,22,Arion,Eystra-Fróðholti,IS1997235680,2,Sandra,Mið-Fossum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018286100,6-year old mares,8.07,8.01,2024,Grund,Kirkjubæ,1620,Dökkrauðstjörnótt,IS2008187685,2,Villingur,Breiðholti í Flóa,IS2002286105,2,Þyrnirós,Kirkjubæ
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017288242,7-year and older mares,8.06,7.93,2024,Kolfreyja,Hvítárholti,2500,Brún,IS2004156286,32,Kiljan,Steinnesi,IS1999288263,1,Ósk,Hvítárholti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017225481,7-year and older mares,8.04,8.1,2024,Upplyfting,Reykjavík,2700,Svört,IS2009176234,3,Austri,Úlfsstöðum,IS2009225234,4,Valhöll,Reykjavík
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019235726,5-year old mares,8.04,8.4,2024,Mandala,Breiðabólsstað,2500,Brún,IS2011135727,21,Forkur,Breiðabólsstað,IS2005235726,1,Melkorka,Breiðabólsstað
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018257380,6-year old mares,8.04,8.38,2024,Elding,Lyngási,3500,,IS2007158510,6,Lord,Vatnsleysu,IS2003256331,1,Sveifla,Þingeyrum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018265100,6-year old mares,8.02,7.95,2024,Snotra,Litla-Dal,7500,,IS2012137485,10,Sægrímur,Bergi,IS2004265102,1,Katla,Litla-Dal
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018181354,6-year old stallions,8.01,8.17,2024,Haustar,Lindarbæ,1550,rauðblesóttur,IS2007184162,91,Skýr,Skálakoti,IS2005281350,3,Freisting,Lindarbæ
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017201426,7-year and older mares,8,8.18,2024,Sinfónía,Seylu,900,Grá,IS2003176452,11,Kjerúlf,Kollaleiru,IS2005257752,1,Embla,Vindheimum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019287665,5-year old mares,7.99,8.1,2024,Áshildur,Syðri-Gegnishólum,2500,Brún,IS2005135936,16,Trymbill,Stóra-Ási,IS2008287660,3,Álfhildur,Syðri-Gegnishólum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017255211,7-year and older mares,7.98,7.9,2024,Mánadís,Klömbrum,200,"Grá, fædd brún.",IS2009155501,2,Karri,Gauksmýri,IS2001276176,2,Muska,Ketilsstöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017256455,7-year and older mares,7.98,8.32,2024,Rós,Blönduósi,110,"Gráskjótt, blesótt",IS2012156455,2,Fannar,Blönduósi,IS2007256455,2,Kjarnorka,Blönduósi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017284502,7-year and older mares,7.97,8.07,2024,Fegurð,Skíðbakka III,2200,Móbrún,IS2004186183,1,Óðinn,Eystra-Fróðholti,IS2009284504,3,Flugsvinn,Skíðbakka III
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019135855,5-year old stallions,7.96,8,2024,Lególás,Giljahlíð,1515,Rauðskjóttur m. ægishjálm á hægra auga.,IS2014187660,3,Ljósálfur,Syðri-Gegnishólum,IS2004235851,2,Flækja,Giljahlíð
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019236520,5-year old mares,7.95,8.16,2024,Oddbjörg,Svignaskarði,6450,"Fífilbleikblesótt, hvítar yrjur í feldi.",IS2012137485,10,Sægrímur,Bergi,IS2005236523,3,Kveikja,Svignaskarði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019281390,5-year old mares,7.95,8.01,2024,Hrauna,Efri-Hömrum,2520,Brúnstjörnótt,IS2006158620,28,Hrannar,Flugumýri II,IS2008281390,2,Ása,Efri-Hömrum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018287138,6-year old mares,7.94,8.28,2024,Brá,Sunnuhvoli,1520,"Rauð, nokkur hvít hár í enni.",IS2010186682,4,Völsungur,Skeiðvöllum,IS2005287139,2,Blekking,Sunnuhvoli
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017288257,7-year and older mares,7.93,8.28,2024,Ekkó,Hvítárholti,2500,Brún,IS2008187983,13,Hreyfill,Vorsabæ II,IS2008288257,1,Kráka,Hvítárholti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017184669,7-year and older stallions,7.93,8.27,2024,Meyvant,Álfhólum,8700,Móálóttvindóttur,IS2011184669,2,Eyvar,Álfhólum,IS2007284649,1,Mánaglóð,Álfhólum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018225590,6-year old mares,7.91,8.17,2024,Silvía,Seltjarnarnesi,2700,,IS2006165794,6,Krókur,Ytra-Dalsgerði,IS2010256957,3,Skvísa,Skagaströnd
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2015284444,7-year and older mares,7.9,7.95,2024,Kolgríma,Svanavatni,3510,Jarpskjótt,IS2009184011,1,Þórgnýr,Ytri-Skógum,IS2009285450,1,Perla,Hraunbæ
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019136680,5-year old stallions,7.88,7.91,2024,Feykir,Fornastekk,2700,Dökkbrúnn,IS2014185260,4,Blakkur,Þykkvabæ I,IS2013236678,1,Ósk,Fornastekk
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2015286001,7-year and older mares,7.85,8.17,2024,Sóla,Stóra-Hofi,1600,Dökkrauð,IS1995135993,6,Hróður,Refsstöðum,IS2001286003,2,Örk,Stóra-Hofi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018286121,6-year old mares,7.84,7.94,2024,Jana,Ási 2,2584,"Brúntvístjörnótt, hringeygð hægra, leistótt h. og v. afturfætur.",IS2010155344,4,Eldur,Bjarghúsum,IS2004225069,1,Rá,Naustanesi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018280527,6-year old mares,7.83,8.15,2024,Ríma,Ytra-Hóli,1520,Rauðstjörnótt,IS2004187644,3,Barði,Laugarbökkum,IS1997235680,2,Sandra,Mið-Fossum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2016238172,7-year and older mares,7.83,7.74,2024,Gígja,Tungu,2500,Brún,IS2010157668,2,Glaumur,Geirmundarstöðum,IS1998238172,1,Óskadís,Tungu
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019281451,5-year old mares,7.82,7.75,2024,Syrpa,Litlalandi Ásahreppi,120,"Rauð, verður grá, stjörnótt",IS2010156107,25,Konsert,Hofi,IS2006235591,2,Ósk,Árdal
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018283404,6-year old mares,7.82,7.74,2024,Hveragerður,Brekku,2720,Móbrún,IS2008187040,2,Örvar,Gljúfri,IS2007288908,1,Njála,Efsta-Dal II
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2016286801,7-year and older mares,7.79,7.8,2024,Lotta,Hrólfsstaðahelli,1522,"Rauð, vindfext með nokkur hvít hár í enni",IS2012186822,1,Seifur,Neðra-Seli,IS1996286800,1,Pamela,Hrólfsstaðahelli
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019286217,5-year old mares,7.77,8.08,2024,Útrás,Þverholti,2700,Dökkbrún / Svört,IS2012188095,52,Kveikur,Stangarlæk 1,IS2004284263,4,Úlfbrún,Kanastöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019284747,5-year old mares,7.77,7.98,2024,Fía,Strandarhöfði,100,"Grá, fædd rauð.",IS2009184745,2,Frægur,Strandarhöfði,IS1997265985,2,Súla,Akureyri
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017258540,7-year and older mares,7.77,7.89,2024,Oddrún,Syðri-Hofdölum,6500,Bleik,IS2009157352,1,Oddi,Hafsteinsstöðum,IS2002258545,1,Rökkva,Syðri-Hofdölum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017201747,7-year and older mares,7.76,7.88,2024,Suðræn,Sólstað,3520,Jarpstjörnótt,IS1999186987,1,Þytur,Neðra-Seli,IS2003287737,1,Dögun,Ragnheiðarstöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018258542,6-year old mares,7.73,7.79,2024,Skúta,Syðri-Hofdölum,8600,Móvindótt,IS2015158542,1,Þróttur,Syðri-Hofdölum,IS2001258544,1,Ferja,Syðri-Hofdölum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2016281849,7-year and older mares,7.73,7.8,2024,Blika,Þjóðólfshaga 1,1554,"Rauðblesótt, glaseygð á h. auga",IS2000181814,1,Kjarni,Þjóðólfshaga 1,IS2003281778,1,Blæja,Lýtingsstöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018287460,6-year old mares,7.72,7.73,2024,Eyja,Hurðarbaki,6600,,IS2011180518,1,Arthúr,Baldurshaga,IS1998288627,1,Papey,Dalsmynni
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017265791,7-year and older mares,7.71,8,2024,Þruma,Ytra-Dalsgerði,1550,Rauðblesótt,IS2010156107,25,Konsert,Hofi,IS2009265792,2,Sefja,Ytra-Dalsgerði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2012286453,7-year and older mares,7.71,7.9,2024,Iðunn,Ægissíðu 4,2240,Móbrún tvístjörnótt.,IS2007188342,2,Hrani,Hruna,IS1992286380,2,Hvöt,Ægissíðu 4
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018258182,6-year old mares,7.71,7.84,2024,Kjarnorka,Melstað,2500,Brún,IS2013158161,6,Sólon,Þúfum,IS1997258183,1,Sigurbjörg,Melstað
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017258856,7-year and older mares,7.69,7.97,2024,Þöll,Sólheimum,7500,Móálótt,IS2000187051,5,Gígjar,Auðsholtshjáleigu,IS2004258856,3,Bylgja,Sólheimagerði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2011287403,7-year and older mares,7.66,7.56,2024,Kolbrá,Hrafnsholti,2500,Brún,IS2007187408,1,Kolbeinn,Hrafnsholti,IS1991258720,1,Goðgá,Hjaltastöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2017237927,7-year and older mares,7.65,7.66,2024,Ör,Jörfa,2500,Brún,IS2014135610,1,Kraftur,Innri-Skeljabrekku,IS1997236359,1,Sandra,Efra-Nesi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2019255180,5-year old mares,7.61,7.73,2024,Ferskeytla,Litlu-Hlíð,4250,,IS2014188876,1,Skýfaxi,Bjarkarhöfða,IS2006225515,1,Bleik,Hafnarfirði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2015288560,7-year and older mares,7.57,7.87,2024,Lilja,Kjarnholtum I,6600,,IS2007186189,22,Arion,Eystra-Fróðholti,IS1995288566,8,Hera,Kjarnholtum I
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2018225286,6-year old mares,7.56,7.85,2024,Brimrún,Reykjavík,1550,Rauðblesótt,IS2009167169,14,Hringur,Gunnarsstöðum I,IS2009237369,1,Sólrún,Suður-Bár
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 19. til 22. ágúst.",IS2015255179,7-year and older mares,7.23,7.46,2024,Sumardís,Syðra-Kolugili,6600,Bleikálóttur,IS2004156286,32,Kiljan,Steinnesi,IS1998288491,2,Vordís,Brattholti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2016184872,7-year and older stallions,8.7,8.67,2024,Frosti,Hjarðartúni,1520,Rauðstjörnóttur,IS2007184162,91,Skýr,Skálakoti,IS2005282570,1,Hrund,Ragnheiðarstöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017157778,7-year and older stallions,8.64,8.6,2024,Heggur,Reykjavöllum,1520,Rauðstjörnóttur,IS2009157783,3,Hlekkur,Saurbæ,IS2002257004,5,Hrísla,Sauðárkróki
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2016282370,7-year and older mares,8.62,9.05,2024,Halldóra,Hólaborg,2700,Dökkbrún með nokkur hvít hár í enni.,IS1999181675,1,Leiknir,Vakurstöðum,IS1994287591,1,Gefjun,Litlu-Sandvík
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017186512,7-year and older stallions,8.54,8.4,2024,Liðsauki,Áskoti,7500,Mósóttur,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2008286512,2,Dulúð,Áskoti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017255054,7-year and older mares,8.52,8.93,2024,Hátíð,Efri-Fitjum,200,"Grá, fædd brún",IS2009188691,8,Vökull,Efri-Brú,IS2003256500,5,Hrina,Blönduósi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018176176,6-year old stallions,8.5,8.46,2024,Dagur,Ketilsstöðum,6600,Bleikálóttur,IS1999135519,6,Aðall,Nýjabæ,IS2004276176,2,Djörfung,Ketilsstöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017281815,7-year and older mares,8.47,8.59,2024,Pandóra,Þjóðólfshaga 1,2500,Brún,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS1994225041,2,Pyttla,Flekkudal
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2012237016,7-year and older mares,8.46,8.52,2024,Fjöður,Hrísakoti,200,Grá fædd brún,IS2004186916,1,Héðinn,Feti,IS2004280617,3,Hugrún,Strönd II
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017284367,7-year and older mares,8.44,8.39,2024,Yrsa,Skíðbakka I,1551,,IS2007184162,91,Skýr,Skálakoti,IS2012284367,2,Ísafold,Skíðbakka I
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019235606,5-year old mares,8.44,8.44,2024,Elja,Efri-Hrepp,2520,Brún,IS2014101050,8,Eldjárn,Skipaskaga,IS2005235606,2,Askja,Efri-Hrepp
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2016284870,7-year and older mares,8.43,8.84,2024,Vala,Hjarðartúni,3300,Botnujörp,IS2011184871,8,Hrókur,Hjarðartúni,IS2004257647,2,Mánadís,Víðidal
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2015284863,7-year and older mares,8.41,8.48,2024,Lína,Efra-Hvoli,1550,Rauðblesótt,IS2009135006,23,Ölnir,Akranesi,IS2001284589,2,Eining,Lækjarbakka
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018182365,6-year old stallions,8.4,8.49,2024,Jökull,Þjórsárbakka,1515,"Rauðskjóttur, breiðblesóttur, ægishjálmur v.",IS2010182570,20,Herkúles,Ragnheiðarstöðum,IS1994257379,2,Elding,Hóli
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018175437,6-year old stallions,8.37,8.23,2024,Koltur,Stóra-Bakka,2500,Brúnn,IS2010177270,5,Organisti,Horni I,IS1998284620,1,Ynja,Miðkoti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018257814,6-year old mares,8.36,8.42,2024,Askja,Varmalæk,2500,Brún,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2009257800,2,Kveðja,Varmalæk
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2016225690,7-year and older mares,8.35,8.74,2024,Ósk,Stað,2500,Brún,IS2007184162,91,Skýr,Skálakoti,IS2005286699,2,Ófelía,Holtsmúla 1
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018287121,6-year old mares,8.35,8.34,2024,Ragnheiður,Torfabæ,6420,,IS2005125038,6,Blysfari,Fremra-Hálsi,IS2012287119,2,Gerpla,Torfabæ
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018284701,6-year old mares,8.34,8.39,2024,Sóllilja,Sperðli,2500,Brún,IS2007184162,91,Skýr,Skálakoti,IS2003284700,3,Sigling,Sperðli
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019284502,5-year old mares,8.33,8.38,2024,Frægð,Skíðbakka III,2510,"Brúnskjótt, tvístjörnótt.",IS2013157651,6,Sigur,Stóra-Vatnsskarði,IS2009284504,3,Flugsvinn,Skíðbakka III
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018177786,6-year old stallions,8.33,8.32,2024,Fáfnir,Hofi I,7500,Móálóttur,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2012277785,2,Glíma,Hofi I
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019286775,5-year old mares,8.31,8.3,2024,Glæta,Skarði,1520,Rauðstjörnótt,IS2007186992,16,Jarl,Árbæjarhjáleigu II,IS2011286775,1,Fiðla,Skarði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017201047,7-year and older mares,8.31,8.36,2024,Alda,Skipaskaga,1540,Rauður/milli hálfblesótt m/hvít hár í enni,IS2012101046,1,Meitill,Skipaskaga,IS2000235027,1,Assa,Akranesi
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2016288096,7-year and older mares,8.3,8.4,2024,Liljurós,Stangarlæk 1,2500,Brún,IS2012188095,52,Kveikur,Stangarlæk 1,IS2004288561,2,Vordís,Kjarnholtum I
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018286300,6-year old mares,8.3,8.69,2024,Sól,Ásmúla,1220,,IS2001137637,6,Arður,Brautarholti,IS2002257658,1,Lukkudís,Stóra-Vatnsskarði
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019282121,5-year old mares,8.3,8.34,2024,Arða,Stíghúsi,3500,Jörp,IS2015101050,2,Veigar,Skipaskaga,IS2004287053,1,Sól,Auðsholtshjáleigu
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018125291,6-year old stallions,8.29,8.22,2024,Silfurtoppur,Reykjavík,200,"Grár, fæddur brúnn",IS2005135936,16,Trymbill,Stóra-Ási,IS2010225292,2,Stjarna,Reykjavík
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2017201255,7-year and older mares,8.29,8.21,2024,Smásjá,Tunguhálsi II,1500,Rauð,IS2005157994,16,Óskasteinn,Íbishóli,IS2008286881,1,Smástund,Köldukinn
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018176173,6-year old stallions,8.27,8.64,2024,Kondór,Ketilsstöðum,3500,jarpur,IS1999135519,6,Aðall,Nýjabæ,IS2009276173,2,Snekkja,Ketilsstöðum
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019201033,5-year old mares,8.26,8.64,2024,Brekka,Margrétarhofi,1500,Rauð,IS2009135006,23,Ölnir,Akranesi,IS2010267169,3,Harpa,Gunnarsstöðum I
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2019184676,5-year old stallions,8.25,8.27,2024,Hákon,Álfhólum,2500,Brúnn,IS2004186594,8,Stormur,Herríðarhóli,IS2006286428,1,Kolka,Hákoti
"Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst.",IS2018282851,6-year old mares,8.24,8.18,2024,Dikta,Fornustöðum,1500,,IS2004156286,32,Kiljan,Steinnesi,IS2007287870,1,Snilld,Reyrhaga
