Name of the show,FEIF ID,Age & Gender,Total,Total w/o pace,Year of a show,Name,Name of the farm (stud),Colour code,Colour,Sire´s FEIF ID,Sire Freq,Name,Name of the farm (stud),Dam´s FEIF ID,Dam Freq,Name,Name of the farm (stud)
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017286184,7-year and older mares,8.42,8.36,2024,Gletta,Eystra-Fróðholti,2500,Brún,IS1997186183,9,Sær,Bakkakoti,IS1995286176,3,Gletta,Bakkakoti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018201169,6-year old mares,8.42,8.41,2024,Eldey,Prestsbæ,1551,Rauðblesótt glófext,IS1997158469,7,Hágangur,Narfastöðum,IS2008201166,3,Þota,Prestsbæ
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019176182,5-year old stallions,8.42,8.41,2024,Drangur,Ketilsstöðum,7500,Móálóttur,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2009276182,2,Tíbrá,Ketilsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018235936,6-year old mares,8.42,8.28,2024,Stikla,Stóra-Ási,7500,,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2007235936,2,Hending,Stóra-Ási
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020186644,4-year old stallions,8.42,8.44,2024,Dalvar,Efsta-Seli,2500,Brúnn,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2015286645,2,Lóa,Efsta-Seli
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017188804,7-year and older stallions,8.41,8.27,2024,Léttir,Þóroddsstöðum,2700,Dökkbrúnn,IS2008186002,5,Nói,Stóra-Hofi,IS2012288801,5,Fjöður,Þóroddsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019181522,5-year old stallions,8.41,8.45,2024,Skuggi,Sumarliðabæ 2,2500,Brúnn,IS2007184162,91,Skýr,Skálakoti,IS2008235060,4,Bylgja,Einhamri 2
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019284981,5-year old mares,8.41,8.4,2024,Vala,Vindási,1501,Rauðglófext,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2006284987,2,Gjöf,Vindási
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018201041,6-year old mares,8.4,8.33,2024,Snekkja,Skipaskaga,3500,,IS2009101044,37,Skaginn,Skipaskaga,IS2007201045,5,Viska,Skipaskaga
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019286184,5-year old mares,8.4,8.52,2024,Sparta,Eystra-Fróðholti,3400,Rauðjörp,IS2011188560,6,Rauðskeggur,Kjarnholtum I,IS2006286178,3,Spá,Eystra-Fróðholti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019164067,5-year old stallions,8.4,8.34,2024,Gísli,Garðshorni á Þelamörk,1551,"Rauðblesótt, glófextur",IS2011158164,2,Kalsi,Þúfum,IS2010265586,3,Hremmsa,Akureyri
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019281422,5-year old mares,8.4,8.34,2024,Eyrún,Fákshólum,1510,Rauðskjótt,IS2010156107,25,Konsert,Hofi,IS2010287467,2,Álfrún,Egilsstaðakoti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019102006,5-year old stallions,8.39,8.43,2024,Karl,Kráku,2500,Brúnn,IS2014101486,6,Viðar,Skör,IS2006282567,4,Sunna,Dverghamri
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018156285,6-year old stallions,8.39,8.33,2024,Kaspar,Steinnesi,1550,Rauðblesóttur,IS2007186992,16,Jarl,Árbæjarhjáleigu II,IS2005256293,3,Kolfinna,Steinnesi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019101034,5-year old stallions,8.39,8.8,2024,Baldvin,Margrétarhofi,2500,Brúnn.,IS2012188095,52,Kveikur,Stangarlæk 1,IS2007201031,2,Gletta,Margrétarhofi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019280610,5-year old mares,8.39,8.37,2024,Sigurrós,Hemlu II,2520,Brúnstjörnótt,IS2011135727,21,Forkur,Breiðabólsstað,IS2011280603,2,Gleði,Hemlu II
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018287199,6-year old mares,8.39,8.78,2024,Rauðhetta,Þorlákshöfn,1510,"Rauðskjótt, blesótt.",IS2013182365,13,Ísak,Þjórsárbakka,IS2008287198,2,Sending,Þorlákshöfn
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2015225435,7-year and older mares,8.39,8.32,2024,Sandra,Þúfu í Kjós,1540,Rauðtvístjörnótt.,IS2007187018,7,Toppur,Auðsholtshjáleigu,IS1996225036,2,Folda,Þúfu í Kjós
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019155052,5-year old stallions,8.38,8.41,2024,Hreggviður,Efri-Fitjum,200,Grár,IS2014158843,2,Berserkur,Miðsitju,IS2003256500,5,Hrina,Blönduósi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019287663,5-year old mares,8.38,8.35,2024,Hildigunnur,Syðri-Gegnishólum,320,,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2001287660,3,Gráhildur,Selfossi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018236937,6-year old mares,8.38,8.47,2024,Sunna,Haukagili Hvítársíðu,1220,Rauðstjörnótt,IS2000135815,8,Sólon,Skáney,IS2002256286,3,Katla,Steinnesi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017281818,7-year and older mares,8.38,8.6,2024,Auður,Þjóðólfshaga 1,6400,Fífilbleik.,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2001225045,2,Æsa,Flekkudal
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018201810,6-year old mares,8.37,8.77,2024,Hetja,Hestkletti,1500,Rauð,IS2010125110,11,Glúmur,Dallandi,IS2012286682,5,Hafdís,Skeiðvöllum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019164227,5-year old stallions,8.37,8.59,2024,Fenrir,Finnastöðum,3400,Rauðjarpur,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2008265228,3,Aþena,Akureyri
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020157650,4-year old stallions,8.37,8.39,2024,Feykir,Stóra-Vatnsskarði,1515,"Rauðskjóttur, breiðblesóttur m. ægishjálm á báðum augum.",IS2012181608,51,Þráinn,Flagbjarnarholti,IS2011257651,2,Kylja,Stóra-Vatnsskarði
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019281495,5-year old mares,8.37,8.37,2024,Þórdís,Flagbjarnarholti,1551,"Rauðblesótt,glófext",IS2010182570,20,Herkúles,Ragnheiðarstöðum,IS1997287737,2,Þyrla,Ragnheiðarstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019282745,5-year old mares,8.37,8.24,2024,Hraundís,Selfossi,1510,"Rauðskjótt, blesótt.",IS2014101486,6,Viðar,Skör,IS2005287262,2,Hafdís,Hólum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019287571,5-year old mares,8.36,8.58,2024,Fylking,Austurási,4520,Leirljósstjörnótt.,IS2011187105,50,Draupnir,Stuðlum,IS2001287613,6,Ópera,Nýjabæ
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018165656,6-year old stallions,8.36,8.27,2024,Muninn,Litla-Garði,1500,Rauður,IS2009101044,37,Skaginn,Skipaskaga,IS2008265653,3,Mirra,Litla-Garði
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018287900,6-year old mares,8.36,8.42,2024,Regína,Skeiðháholti,2500,,IS2011135727,21,Forkur,Breiðabólsstað,IS2001287900,3,Bríet,Skeiðháholti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018165005,6-year old stallions,8.36,8.29,2024,Eyfjörð,Litlu-Brekku,3520,,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2002265005,2,Esja Sól,Litlu-Brekku
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020286936,4-year old mares,8.36,8.39,2024,Hamingja,Árbæ,4200,Leirljós,IS2011187105,50,Draupnir,Stuðlum,IS2010286935,2,Gleði,Árbæ
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019255116,5-year old mares,8.36,8.75,2024,Óskastund,Lækjamóti,2500,Brún,IS2011187105,50,Draupnir,Stuðlum,IS2011256301,2,Nútíð,Leysingjastöðum II
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018238376,6-year old mares,8.36,8.29,2024,María,Vatni,1520,Rauðstjörnótt.,IS2004156286,32,Kiljan,Steinnesi,IS2006238377,2,Hrefna,Vatni
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019137200,5-year old stallions,8.36,8.34,2024,Aríus,Bjarnarhöfn,2700,,IS2007186104,18,Sjóður,Kirkjubæ,IS2009237210,2,Assa,Bjarnarhöfn
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019255117,5-year old mares,8.36,8.35,2024,Ólga,Lækjamóti,1515,Rauðskjótt blesótt m. ægishjálm á hægra auga.,IS2013187105,10,Spaði,Stuðlum,IS2012255115,2,Ísey,Lækjamóti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019101178,5-year old stallions,8.35,8.73,2024,Hinrik,Hásæti,1540,"Rauðtvístjörnóttur, hálfblesóttur.",IS2010182570,20,Herkúles,Ragnheiðarstöðum,IS2002284676,4,Maístjarna,Forsæti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019201717,5-year old mares,8.35,8.74,2024,Kvika,Hrafnshóli,2700,Brún,IS2012188095,52,Kveikur,Stangarlæk 1,IS2008281963,3,Skíma,Kvistum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018282660,6-year old mares,8.35,8.55,2024,Röst,Dísarstöðum 2,1520,"Rauð, smástjörnótt.",IS2009101044,37,Skaginn,Skipaskaga,IS2007282660,3,Drótt,Dísarstöðum 2
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018285020,6-year old mares,8.35,8.74,2024,Hringhenda,Geirlandi,1550,Rauðblesótt,IS2009167169,14,Hringur,Gunnarsstöðum I,IS2007284672,3,Eldglóð,Álfhólum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018201900,6-year old mares,8.34,8.2,2024,Spönn,Örk,3500,Jörp.,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2005281511,2,Hnota,Koltursey
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020284872,4-year old mares,8.33,8.71,2024,Dama,Hjarðartúni,1240,"Ljósrauðtvístjörnótt/þrístjörnótt, ljósfext.",IS2007184162,91,Skýr,Skálakoti,IS2001225421,3,Dögg,"Breiðholti, Gbr."
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020137017,4-year old stallions,8.33,8.43,2024,Njörður,Hrísakoti,7500,Móálóttur.,IS2015137725,8,Gljátoppur,Miðhrauni,IS2004280617,3,Hugrún,Strönd II
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020156818,4-year old stallions,8.32,8.7,2024,Fleygur,Geitaskarði,1780,"Rauður, sótrauður stjórnóttur. Risastór stjarna, sletta á nös. Leistóttur á hægri framfæti og vinstri afturfæti.",IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2013282572,2,Hrönn,Ragnheiðarstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019257687,5-year old mares,8.31,8.24,2024,Seytla,Íbishóli,3500,Jörp,IS2005157994,16,Óskasteinn,Íbishóli,IS1999288296,3,Seyla,Efra-Langholti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019158592,5-year old stallions,8.31,8.69,2024,Loftur,Kálfsstöðum,2230,Móbrúnn nösóttur,IS2012188158,15,Apollo,Haukholtum,IS2005258590,3,Gloría,Kálfsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020276178,4-year old mares,8.31,8.41,2024,Hugsýn,Ketilsstöðum,2500,Brún,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2011276178,2,Hugrökk,Ketilsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020265636,4-year old mares,8.3,8.37,2024,Gullbrá,Grund II,1623,Dreyrrauðstjörnótt m. vagl í vinstra auga.,IS2015184975,6,Pensill,Hvolsvelli,IS2007265630,5,Grund,Grund II
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019265509,5-year old mares,8.3,8.69,2024,Gát,Höskuldsstöðum,2500,Brún,IS2014186903,12,Fenrir,Feti,IS2011264070,4,Gróska,Garðshorni á Þelamörk
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019158127,5-year old stallions,8.3,8.33,2024,Sínus,Bræðraá,1741,"Sótrauður, tvístjörnóttur, glófextur og vindhærður m. hvíta bletti á bol.",IS2007184162,91,Skýr,Skálakoti,IS2009257005,3,Bylgja,Sauðárkróki
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020201854,4-year old mares,8.3,8.26,2024,Brúður,Heljardal,4550,Leirljós blesótt,IS2011187105,50,Draupnir,Stuðlum,IS2011265086,3,Agla,Syðra-Holti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019287819,5-year old mares,8.3,8.29,2024,Rún,Vesturkoti,3710,,IS2006187114,32,Spuni,Vesturkoti,IS2005256285,3,Hrafnhetta,Steinnesi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019184366,5-year old stallions,8.3,8.15,2024,Álfatýr,Skíðbakka I,1500,,IS2011158455,6,Víðir,Enni,IS2009284368,3,Ýr,Skíðbakka I
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019282370,5-year old mares,8.29,8.32,2024,Rut,Hólaborg,2500,Brún.,IS2011187105,50,Draupnir,Stuðlum,IS2005255184,4,Rán,Þorkelshóli 2
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020281514,4-year old mares,8.29,8.5,2024,Ragna,Sumarliðabæ 2,120,"Grá, fædd rauðstjörnótt.",IS2011188560,6,Rauðskeggur,Kjarnholtum I,IS2011235262,4,Flauta,Einhamri 2
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018286587,6-year old mares,8.29,8.32,2024,Hvelpa,Ásmundarstöðum 3,200,"Grá, fædd brún.",IS2012181900,13,Jökull,Rauðalæk,IS2000286944,3,Hvellhetta,Ásmundarstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019158161,5-year old stallions,8.29,8.66,2024,Dökkvi,Þúfum,2100,Glóbrúnn,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2002258460,2,Lýsing,Þúfum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020286931,4-year old mares,8.29,8.38,2024,Kría,Árbæ,2500,Brún,IS2013187105,10,Spaði,Stuðlum,IS2010286931,2,Keila,Árbæ
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018284881,6-year old mares,8.29,8.32,2024,Ronja,Strandarhjáleigu,3500,Jörp,IS2011186194,2,Brynjar,Bakkakoti,IS2008284879,2,Laufey,Strandarhjáleigu
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020287571,4-year old mares,8.28,8.65,2024,Garún,Austurási,1550,Rauðblesótt,IS2014187804,13,Útherji,Blesastöðum 1A,IS2001287613,6,Ópera,Nýjabæ
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019266204,5-year old mares,8.28,8.31,2024,Kempa,Torfunesi,2500,Brún,IS2013158161,6,Sólon,Þúfum,IS2012266214,3,Stefna,Torfunesi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020286753,4-year old mares,8.28,8.66,2024,Katla,Árbæjarhjáleigu II,2740,Brúntvístjörnótt,IS2012188095,52,Kveikur,Stangarlæk 1,IS2011286754,2,Þökk,Árbæjarhjáleigu II
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018158125,6-year old stallions,8.28,8.3,2024,Ambassador,Bræðraá,2700,,IS2009101044,37,Skaginn,Skipaskaga,IS2000276201,2,Tign,Úlfsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019284366,5-year old mares,8.28,8.25,2024,Ímynd,Skíðbakka I,1501,Rauðglófext,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS1999284368,2,Ísold,Skíðbakka I
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018225112,6-year old mares,8.27,8.29,2024,Gráða,Dallandi,1520,,IS2010125110,11,Glúmur,Dallandi,IS2006225109,6,Gróska,Dallandi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019187571,5-year old stallions,8.27,8.29,2024,Ringó,Austurási,1515,"Rauðskjóttur, blesóttur m. hægishjálm í hægra auga. Syrjóttur (rauðir blettir í feldi).",IS2007184162,91,Skýr,Skálakoti,IS2013287106,3,Hlökk,Stuðlum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018267171,6-year old mares,8.27,8.25,2024,Dáfríður,Sauðanesi,2500,Brún,IS2009167169,14,Hringur,Gunnarsstöðum I,IS2007267170,3,Sunna,Sauðanesi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020284812,4-year old mares,8.27,8.65,2024,Nótt,Tjaldhólum,2700,"Dökkbrún/svört, einlit",IS2015158431,9,Skarpur,Kýrholti,IS2001284811,3,Sýn,Árnagerði
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020286907,4-year old mares,8.27,8.29,2024,Krás,Feti,2510,Brúnskjótt,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2011286906,2,Katla,Feti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019286909,5-year old mares,8.27,8.26,2024,Snædrottning,Feti,200,"Grá, fædd svört.",IS1998187002,12,Stáli,Kjarri,IS2011286904,2,Fífa,Feti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020264515,4-year old mares,8.26,8.18,2024,Orka,Sámsstöðum,7520,,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2013264515,2,List,Sámsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019186817,5-year old stallions,8.24,8.43,2024,Reginn,Lunansholti III,2710,Svartskjóttur.,IS2010180716,14,Ljósvaki,Valstrýtu,IS2009286828,2,Gola,Hjallanesi II
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020201134,4-year old mares,8.24,8.26,2024,Birta,Ólafsbergi,1520,Rauðstjörnótt,IS2015186939,3,Seðill,Árbæ,IS2010225461,2,Birgitta,Garðabæ
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018265636,6-year old mares,8.23,8.59,2024,Perla,Grund II,4500,Dökkleirljós,IS2011187105,50,Draupnir,Stuðlum,IS2007265630,5,Grund,Grund II
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020201834,4-year old mares,8.23,8.2,2024,Fold,Hagabakka,2510,Brúnskjótt,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2012288474,3,Framtíð,Fellskoti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020186733,4-year old stallions,8.22,8.18,2024,Svartur,Vöðlum,2500,Brúnn,IS2012188095,52,Kveikur,Stangarlæk 1,IS1997235719,5,Nótt,Oddsstöðum I
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017187936,7-year and older stallions,8.22,8.17,2024,Ari,Votumýri 2,1500,Rauður,IS2009101044,37,Skaginn,Skipaskaga,IS2000276180,3,Önn,Ketilsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019280468,5-year old mares,8.22,8.59,2024,Rún,Eystri-Hól,1520,Rauðstjörnótt,IS2014187804,13,Útherji,Blesastöðum 1A,IS2010280469,2,Eydís,Eystri-Hól
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020281513,4-year old mares,8.2,8.3,2024,Alda,Sumarliðabæ 2,7500,Móálótt,IS2009187660,7,Álfarinn,Syðri-Gegnishólum,IS2008235060,4,Bylgja,Einhamri 2
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018236940,6-year old mares,8.2,8.2,2024,Viska,Haukagili Hvítársíðu,2700,Svört,IS2010135610,3,Sproti,Innri-Skeljabrekku,IS2009255412,3,Vitrun,Grafarkoti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020256298,4-year old mares,8.19,8.05,2024,Óskastund,Steinnesi,3500,Jörp,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2014256294,4,Óskadís,Steinnesi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020156107,4-year old stallions,8.19,8.37,2024,Kvarði,Hofi,2500,Brúnn,IS2007184162,91,Skýr,Skálakoti,IS2004256111,3,Kantata,Hofi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020235518,4-year old mares,8.19,8.22,2024,Brynja,Nýjabæ,2500,Brún,IS2015137725,8,Gljátoppur,Miðhrauni,IS2009235202,2,Gunnrún,Bæ 2
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020165555,4-year old stallions,8.17,8.35,2024,Lykill,Akureyri,2500,Brúnn,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2006265558,2,Drífa,Ytri-Bægisá I
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018282370,6-year old mares,8.16,8.11,2024,Dama,Hólaborg,2200,Móbrún,IS2011187105,50,Draupnir,Stuðlum,IS1999286184,4,Vænting,Bakkakoti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017181816,7-year and older stallions,8.16,7.99,2024,Herakles,Þjóðólfshaga 1,7500,Mósóttur,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2003237271,3,Hera,Stakkhamri
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018288646,6-year old mares,8.16,8.16,2024,Dögg,Unnarholti,3700,Jörp,IS2006187114,32,Spuni,Vesturkoti,IS2003266211,3,Nótt,Torfunesi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020166332,4-year old stallions,8.16,8.52,2024,Safír,Hlíðarenda,2500,Brúnn,IS2015158431,9,Skarpur,Kýrholti,IS2004266331,3,Þerna,Hlíðarenda
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018288283,6-year old mares,8.16,8.29,2024,Náð,Túnsbergi,3710,Dökkjarpskjótt,IS2011188277,3,Möttull,Túnsbergi,IS2004288280,3,Skíma,Túnsbergi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018257342,6-year old mares,8.14,8.08,2024,Hrafnhildur,Hafsteinsstöðum,2700,,IS2009101044,37,Skaginn,Skipaskaga,IS2012257342,2,Hrafnista,Hafsteinsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020201206,4-year old mares,8.14,8.48,2024,Elektra,Hjara,2500,Brún,IS2012165291,3,Júní,Brúnum,IS2006201206,2,Gróa,Hjara
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020156110,4-year old stallions,8.14,8.1,2024,Feykivindur,Hofi,8300,,IS2015156107,2,Kunningi,Hofi,IS2007235678,2,Þyrla,Eyri
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020184810,4-year old stallions,8.12,8.46,2024,Svipur,Tjaldhólum,1540,"Rauður, tvístjörnóttur",IS2015158431,9,Skarpur,Kýrholti,IS2003284812,2,Alsýn,Árnagerði
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020165225,4-year old stallions,8.11,8.17,2024,Skrúður,Höskuldsstöðum,2500,Brúnn,IS2013125469,2,Safír,Mosfellsbæ,IS2011264070,4,Gróska,Garðshorni á Þelamörk
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020165600,4-year old stallions,8.11,8.45,2024,Miðill,Hrafnagili,2500,,IS2002136409,5,Auður,Lundum II,IS2004265228,2,Gígja,Búlandi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020284976,4-year old mares,8.11,8.07,2024,Fenja,Hvolsvelli,7500,Móálótt,IS2014186187,3,Heiður,Eystra-Fróðholti,IS2008284977,2,Frigg,Hvolsvelli
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020182315,4-year old stallions,8.09,8.43,2024,Viktor,Hamarsey,2500,Brúnn,IS2012157141,12,Dofri,Sauðárkróki,IS2011284978,2,Viðja,Hvolsvelli
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020181200,4-year old stallions,8.06,8.16,2024,Leikur,Borg,1520,Rauðstjörnóttur,IS2010180716,14,Ljósvaki,Valstrýtu,IS2007281200,3,Leikdís,Borg
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020188560,4-year old stallions,8.04,8.05,2024,Svartskeggur,Kjarnholtum I,2500,Brúnn,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS1995288566,8,Hera,Kjarnholtum I
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020157382,4-year old stallions,8.04,8.09,2024,Sörli,Lyngási,3500,,IS2015184975,6,Pensill,Hvolsvelli,IS2006237272,2,Athöfn,Stykkishólmi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020125235,4-year old stallions,8.03,8.39,2024,Blöndal,Reykjavík,2700,Svartur,IS2013184084,2,Hnokki,Eylandi,IS2009225234,4,Valhöll,Reykjavík
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2020255124,4-year old mares,8.03,8.18,2024,Píla,Lækjamóti,2520,Brúnstjörnótt,IS2014156308,6,Styrkur,Leysingjastöðum II,IS2007255105,2,Gáta,Lækjamóti
